"Abs Int (Bck Sub, 2+)"	Charge	IgGIA1H3N3F1	IgGIA1H3N4	IgGIA1H3N4F1	IgGIA1H3N5F1	IgGIA1H3N6F3	IgGIA1H4N2	IgGIA1H4N3	IgGIA1H4N3F1	IgGIA1H4N3F2	IgGIA1H4N4	IgGIA1H4N4F1	IgGIA1H4N4F1S1	IgGIA1H4N4F2	IgGIA1H4N5F1	IgGIA1H4N5F1S1	IgGIA1H4N5F2S1	IgGIA1H5N3F1	IgGIA1H5N4	IgGIA1H5N4F1	IgGIA1H5N4F1S1	IgGIA1H5N4F1S2	IgGIA1H5N4F2	IgGIA1H5N4F2S1	IgGIA1H5N4F3	IgGIA1H5N5F1	IgGIA1H5N5F1S1	IgGIA1H5N5F2	IgGIA1H5N5F3	IgGIA1H6N3F1G1	IgGIA1H6N3F2	IgGIA1H6N5F1	IgGII1H3N3F1	IgGII1H3N4	IgGII1H3N4F1	IgGII1H3N5F1	IgGII1H3N6F3	IgGII1H4N2	IgGII1H4N3	IgGII1H4N3F1	IgGII1H4N3F2	IgGII1H4N4	IgGII1H4N4F1	IgGII1H4N4F1S1	IgGII1H4N4F2	IgGII1H4N5F1	IgGII1H4N5F1S1	IgGII1H4N5F2S1	IgGII1H5N3F1	IgGII1H5N4	IgGII1H5N4F1	IgGII1H5N4F1S1	IgGII1H5N4F1S2	IgGII1H5N4F2	IgGII1H5N4F2S1	IgGII1H5N4F3	IgGII1H5N5F1	IgGII1H5N5F1S1	IgGII1H5N5F2	IgGII1H5N5F3	IgGII1H6N3F1G1	IgGII1H6N3F2	IgGII1H6N5F1	IgGI1H3N3F1	IgGI1H3N4	IgGI1H3N4F1	IgGI1H3N5F1	IgGI1H3N6F3	IgGI1H4N2	IgGI1H4N3	IgGI1H4N3F1	IgGI1H4N3F2	IgGI1H4N4	IgGI1H4N4F1	IgGI1H4N4F1S1	IgGI1H4N4F2	IgGI1H4N5F1	IgGI1H4N5F1S1	IgGI1H4N5F2S1	IgGI1H5N3F1	IgGI1H5N4	IgGI1H5N4F1	IgGI1H5N4F1S1	IgGI1H5N4F1S2	IgGI1H5N4F2	IgGI1H5N4F2S1	IgGI1H5N4F3	IgGI1H5N5F1	IgGI1H5N5F1S1	IgGI1H5N5F2	IgGI1H5N5F3	IgGI1H6N3F1G1	IgGI1H6N3F2	IgGI1H6N5F1	IgGIILE1H3N3F1	IgGIILE1H3N4	IgGIILE1H3N4F1	IgGIILE1H3N5F1	IgGIILE1H3N6F3	IgGIILE1H4N2	IgGIILE1H4N3	IgGIILE1H4N3F1	IgGIILE1H4N3F2	IgGIILE1H4N4	IgGIILE1H4N4F1	IgGIILE1H4N4F1S1	IgGIILE1H4N4F2	IgGIILE1H4N5F1	IgGIILE1H4N5F1S1	IgGIILE1H4N5F2S1	IgGIILE1H5N3F1	IgGIILE1H5N4	IgGIILE1H5N4F1	IgGIILE1H5N4F1S1	IgGIILE1H5N4F1S2	IgGIILE1H5N4F2	IgGIILE1H5N4F2S1	IgGIILE1H5N4F3	IgGIILE1H5N5F1	IgGIILE1H5N5F1S1	IgGIILE1H5N5F2	IgGIILE1H5N5F3	IgGIILE1H6N3F1G1	IgGIILE1H6N3F2	IgGIILE1H6N5F1	IgGIF1H3N3F1	IgGIF1H3N4	IgGIF1H3N4F1	IgGIF1H3N5F1	IgGIF1H3N6F3	IgGIF1H4N2	IgGIF1H4N3	IgGIF1H4N3F1	IgGIF1H4N3F2	IgGIF1H4N4	IgGIF1H4N4F1	IgGIF1H4N4F1S1	IgGIF1H4N4F2	IgGIF1H4N5F1	IgGIF1H4N5F1S1	IgGIF1H4N5F2S1	IgGIF1H5N3F1	IgGIF1H5N4	IgGIF1H5N4F1	IgGIF1H5N4F1S1	IgGIF1H5N4F1S2	IgGIF1H5N4F2	IgGIF1H5N4F2S1	IgGIF1H5N4F3	IgGIF1H5N5F1	IgGIF1H5N5F1S1	IgGIF1H5N5F2	IgGIF1H5N5F3	IgGIF1H6N3F1G1	IgGIF1H6N3F2	IgGIF1H6N5F1
"alignedLin_id_22_2-H,2_01_55423.raw"		2482152.023	201726.8785	4941720.318	236505.7627	36860.78574	89625.1191	333120.8474	1990713.752	175908.6175	126329.4272	1211180.653	143771.8576	60131.71593	78907.56566	54322.13331	16654.1214	2312451.73	141725.2662	339783.3307	28804.44481	13350.82756	81265.51076	31771.02849	49635.40716	31099.9532	20279.67954	46816.89432	22809.46861	57940.16866	139294.8785	36067.15113	320653.8305	46780.94998	10207.9071	15893.16753	12655.58432	41022.77859	59713.82742	20599.85859	308254.1073	8094.067108	27243.90507	22412.09641	44393.9085	12916.53683	16715.27792	12930.45438	68635.10529	35979.66758	30487.80139	31041.72786	9397.050226	16531.30783	16222.10783	34143.95051	19157.1053	17418.53823	11974.401	14978.023	14037.87699	9467.697016	15151.65804	688808.8913	88355.20386	903751.5938	361931.5171	19255.43005	146324.9046	151422.9375	833540.0741	37942.61859	150527.8902	586832.1279	49351.69394	32802.49113	601344.7848	45728.42821	20537.96387	475297.6878	180133.3827	228687.7686	21918.16676	13286.57157	32536.44564	1292.386908	32331.71505	243348.7143	27868.30697	23171.85825	24970.3213	64183.91166	31394.88836	17174.41174	10772910.93	1081662.031	17778204.45	1104887.875	25238.7495	681007.1839	1791208.521	10668668.43	902516.4506	396034.2775	6718589.754	193953.0547	117135.0219	352141.8516	67136.02812	21913.47694	11749436.64	366068.3972	1931727.782	106296.4342	41190.18521	85988.52737	34355.13474	96428.04471	38416.5967	34704.0858	9693.960532	16243.07548	43508.20861	906758.4677		72258.51783	26182.91597	73650.59668	87511.16892	26599.9	519954.6331	1360789.254	71484.77886	1049857.184	1396290.242	77468.47692	176878.6797	76978.74191	12805.6399	15482.90697	31728.16571	48679.71443	496000.167	58499.8973	28517.99558	59120.09456	49135.23922	14910.92629	15253.64007	23354.89797	9715.40466	50787.53313	9255.223472	75471.70844	188822.8303	33208.91974
"alignedLin_id_23_2-F,1_01_55393.raw"																																	201275.3847	63281.10194	9811.196038	11993.33147	10827.79862	32950.36059	478803.8393	42107.8571	445897.1136	37987.58038	27274.33065	21854.58141	36025.85027	10665.26304	19967.59845	11245.59279	103099.7087	258074.2709	36022.43144	33380.19431	9444.982937	8882.170967	24669.50748	34166.68564	15282.27999	18311.89412	18537.48251	12447.9646	6543.840922	17015.81905	15900.10636	790396.6487	94492.07993	1006660.908	478608.8947	25549.00119	141523.5492	140309.4344	542835.5337	25295.68055	124129.2437	667470.4628	36551.60913	37165.66987	817559.9376	73905.63793	22923.73954	533924.8593	154324.1043	226926.5844	25488.97146	17014.86074	44603.91623	5600.968851	30789.7435	339415.5711	36940.27158	27974.00452	35383.00314	29625.33497	27039.76822	29329.93322	11844106.39	1184142.547	19963806.02	1339642.208	41308.22529	809325.4446	2343419.318	12317761.61	1067211.431	452684.4099	7780279.577	247591.9346	163455.7878	411528.5042	83851.98114	33899.72249	14602847.34	520375.7553	2512679.107	154297.2506	55873.1189	111233.2562	38818.39698	129288.0556	24942.98725	49489.65493	17443.89428	27573.19652	53406.03434	1246331.974	25770.17535	4077525.265	183309.3218	9058572.923	634618.0395	23810.456	439323.4263	1489470.027	1655335.874	1594907.443	1484061.062	5839045.749	360177.0617	211742.4502	380002.5349	39695.23445	44910.10565	1336833.686	570174.3846	1224774.85	135564.6384	116773.3702	69289.65126	30556.45612	115314.1646	46791.24085	14992.72478	76367.60365	17729.82109	102899.0691	370759.2783	38773.32775
"alignedLin_id_24_2-C,4_01_55456.raw"																																	536536.9202	113289.8086	588679.3776	91461.16993	13686.36523	22974.66151	70586.47076	280839.0853	732451.0511	105654.312	486516.6189	70096.67704	94935.05825	40355.51232	27568.94073	19964.84683	127916.022	44347.68969	134173.3287	58240.93352	12260.22845	16973.04367	9141.544898	43053.74817	20190.50025	11055.38007	7241.882046	2668.219254	21112.68406	38001.08111	12714.72371	842147.9498	165950.0448	1088701.152	444660.2222	3894.799459	111033.0729	126710.363	363053.5472	34722.62334	139373.9486	506073.8916	15459.86087	32365.04615	335665.4858	65118.58081	10314.31167	338616.7296	83834.26292	99453.16687	7045.132258	6457.548888	6746.758852	21148.41346	6238.234529	35340.48744	20540.00545	47897.65718	27849.89227	8750.706246	6908.248543	28664.84965	14718506.25	1604499.855	29036434.94	1714179.137	38499.66139	738576.525	2170668.729	11849254.52	1056624.044	555516.466	10434844.85	249085.0707	201444.7721	421555.9266	56592.8922	15931.06924	12924892.77	478797.2829	2467348.757	121391.7507	48902.22848	111594.3321	49220.32927	102772.7825	43609.88817	40620.41518	8224.79111	25836.31339	32709.01448	1097039.964	19749.08339	75164.36222	24351.79591	116333.9121	42274.07909	19864.81474	583862.9411	1471447.944	18244.5396	685136.9241	1527684.179	70386.02206	180299.8721	86299.41342	6495.759431	18875.36764	16486.29265	108415.6335	429949.6818	29462.24034	24293.12407	97815.10792	26469.54698	22171.43918	24176.77969	26514.22262	11451.27835	94731.95407	18118.29241	48109.18875	111739.566	73771.72031
"alignedLin_stand_01_2-B,4_01_55453.raw"		174006.5354	150863.933	119716.0432	25699.77009	4568.641553	14979.93477	31406.59254	54395.24472	836856.756	30516.25397	58770.56452	1343303.144	522134.1824	26147.82422	5305.29336	9180.005589	48934.2968	43421.57046	30147.09948	215472.5816	27333.44748	146733.8963	37426.08952	219127.258	7549.946127	7308.76319	13202.40464	5745.166445	11651.3229	47122.43297	14051.38264	9766036.964	1166655.662	22442621.45	4495831.332	93232.70337	107424.6199	1080913.397	4261810.897	287883.8365	3293870.75	18518771.79	2531129.524	270596.2052	2283398.047	41616.55331	15855.02312	128487.2843	1870959.188	5993200.574	2723119.522	73068.37601	401324.5757	36719.44917	2209198.647	401321.7484	100697.5664	49335.66323	76405.43694	22147.14722	78537.26723	20556.74416	5881751.489	1934994.254	12511332	3051074.484	82277.60155	26671.4572	731059.8949	3811000.909	278494.6859	1952753.628	12999930.58	811720.6034	218444.536	3148265.392	95220.96858	29313.08289	119168.6285	951581.9083	4878288.346	2301234.437	76070.4831	284479.3514	53228.73027	1833480.249	465225.8536	85029.38379	31571.55225	74904.19662	30003.71022	48521.29839	14020.41977																																5622259.223	219846.5239	13366132.32	4032267.374	88792.89548	148141.0704	1423772.053	2672156.191	209084.878	3175455.407	10544849.95	1633170.944	135154.5673	2089045.819	89930.11774	17700.63517	64178.88823	2994338.503	3196921.936	2343254.367	90763.25864	295553.1951	31719.93672	1887000.92	321637.3227	75281.46203	43387.69556	72425.1223	29149.13006	92131.16005	33326.23111
"alignedLin_stand_03_2-D,3_01_55435.raw"		200305.3212	117783.5299	248813.8084	45320.36797	4775.561205	8842.817853	43916.3131	89320.08303	953809.2593	26566.29912	95707.80287	1539161.075	553629.2299	24175.821	3218.690754	5284.608202	99004.80694	50456.66571	27727.4383	233060.8246	35895.44202	152303.4287	79404.76385	254316.6843	11587.30719	4849.925532	11552.07658	11117.50985	21450.3842	53606.28933	17307.3842	7083089.283	929711.7564	15107122.39	3243701.26	65695.441	85334.19962	967010.7237	3184291.037	215333.1829	2943950.795	12955956.3	1681095.196	191150.7165	1750359.826	28747.96466	11223.22788	139221.1418	1743753.731	4332913.23	1861944.822	63903.50342	323085.9274	18772.5175	1522879.505	325951.5315	75965.77521	37878.59898	75955.07967	6794.287643	66319.57606	8828.39375	6487124.937	1744973.272	13402296.84	2999056.146	76700.05593	52881.90785	719491.1981	4440120.847	301105.7771	1743377.893	14340875.54	743947.1614	254820.2799	3133928.988	103004.6425	26307.5404	640917.6009	874642.5507	5127463.309	2113097.005	98124.05684	274982.5843	65928.98069	1645695.29	484352.0296	89526.5705	34021.98659	72265.31348	20431.76418	78922.41275	12199.53953	141736.5765	27196.05123	55446.29331	35910.00368	63772.93828	471692.7877	26569.72499	126240.2334	93496.912	27039.87361	30182.03677	75346.77187	11393.89318	42189.19523	118884.6591	6276.99392	25246.5083	13393.08937	68322.62102	23278.711	37162.46937	53599.40213	9767.375779	18966.82651	10795.68509	9432.07915	21305.26197	8328.805469	34029.60746	122853.1831	39019.66017	4861852.595	181959.2105	11581219.98	3618660.711	82014.50404	136277.3736	1583835.409	2313833.236	184243.6575	3415635.212	9317437.796	1335932.642	120284.2226	1913317.463	89530.58009	19713.14924	71074.28445	3324884.685	2821842.055	1918690.897	68334.72342	257144.5019	23268.08185	1607323.257	322826.4769	62568.6652	30359.32866	57712.65661	24495.48993	98378.52802	20560.25157
"aligned_id_05_2-B,1_01_55381.raw"		9960385.134	1120061.531	21698778.61	939610.663	16118.18795	354085.1486	1321332.881	8413892.445	779705.347	403098.6402	5724400.015	353147.852	292697.4699	213950.5409	41098.317	37305.39976	9453887.701	374537.2211	1476514.512	108599.8903	29739.62563	126233.5556	51564.54309	134313.8376	19286.20794	83298.04526	22251.20412	75768.72835	20711.97818	618091.8063	2767.788059	2571679.59	398403.4007	5803229.304	1156037.457	20463.63036	45820.67916	323679.0346	1068386.806	138862.8508	998631.9521	5227958.421	640129.0765	87965.47249	646342.6157	11026.37188	10936.18151	87254.58846	528904.9221	1639260.873	679629.6864	22268.87503	120525.6349	12828.08207	544702.8925	140347.2636	46095.38598	27291.96625	36280.36701	16562.83963	16144.762	4332.924891	2699911.596	411610.7417	5945253.988	964879.0999	39261.07145	129519.0334	351607.7942	3307445.869	128593.7324	626493.4473	6662737.72	215238.9067	127045.0451	1103912.655	58014.4773	28194.70656	974248.98	314423.5729	2162559.227	611031.9585	65220.88785	134472.5151	34249.17361	511619.8652	184864.8173	49934.04731	45776.98493	44902.40302	21764.75701	94948.34387	13973.87472																																1472855.594	128954.2414	4195157.338	1429944.617	22380.7194	88027.1442	873833.0466	660651.2894	64150.5141	2120236.807	3337664.581	398690.3493	59303.06642	655712.572	35785.26742	9308.643329	112332.463	2057122.36	945254.6909	596243.941	24135.20621	112743.3671	17946.55795	485215.9543	116720.5036	31100.69974	28358.61206	27751.53424	32583.28786	113230.9947	21425.02098
"aligned_id_07_2-G,3_01_55444.raw"		186386.7502	41852.20885	422544.8208	41579.53549	37363.28867	17054.47405	68910.78208	170358.4406	53177.36733	45275.2731	104111.0533	123664.8286	54753.43097	48455.08527	46490.39433	36200.47194	187820.0376	91567.23341	99965.55055	22153.00358	32960.41494	51561.86184	28553.43341	36394.93238	37764.88788	34570.8228	45742.83838	23439.0382	37385.51649	36130.37028	41023.09134																																																															26175.91263	140748.1107	44847.20665	105866.1027	29294.87876	84702.13445	95544.50517	99117.46269	31879.9274	97498.31699	24368.50472	198524.2312	31641.1416	101640.932	42901.61076	7063.216825	46589.56014	59009.52937	56802.0893	29191.25076	152335.9222	52904.30163	25668.72263	48740.92893	51651.48012	49937.15984	25318.73331	32735.7993	40360.69243	34564.59736	33585.05386	11454679.92	789193.6724	24490117.68	2423860.666	54324.43485	318368.3361	1049650.887	6854347.515	826072.129	401705.2175	15816312.8	394830.5826	497284.4202	1281459.743	133290.9669	33032.71418	4858820.959	325480.1409	3629428.536	460363.387	183544.4618	309135.5984	104710.3074	408794.9089	185826.1765	38549.74706	54123.35679	32819.13988	53717.43951	554040.2584	41883.56805
"aligned_id_12_2-D,2_01_55411.raw"																																	3967241.008	493208.0873	8506104.932	1671789.809	25600.33876	62629.32691	475849.5782	1876119.262	956802.124	1457289.626	7346407.82	883855.9963	203666.2429	869842.2722	18337.21513	17654.03857	219130.9582	786871.3031	2330604.108	971680.3282	32367.09574	179124.1399	20312.19524	759857.1939	171459.1685	48258.43941	22601.16676	33111.68928	30904.22084	46100.59011	5424.939007	2928297.885	652562.0378	5753952.206	1546440.104	38635.08523	137617.4291	352769.8771	1985559.103	12028.92587	759027.2578	5915054.418	264901.5885	58637.87157	2030666.381	75911.1092	10815.37017	530455.6041	417350.4029	2243307.076	898484.3725	28165.16921	116117.3746	21509.64834	720128.5566	547958.9167	53130.54529	59482.81697	46014.45053	12227.54611	36323.23414	28347.27089	13335966.68	1124206.864	19120671.27	1256631.03	70464.5337	936252.7598	2321992.782	13052053.43	1366510.031	367933.7526	7288856.969	212499.4611	117042.0875	393347.5901	85130.0105	47916.21507	14358410.85	485121.5393	2360008.242	133362.315	40368.8052	97653.36196	50630.37411	113413.0685	37271.46211	56352.16197	15774.37154	23922.36759	64554.79084	1304287.612	28485.01317	2112476.904	39456.07294	5468086.714	1379432.706	61893.80471	485741.4933	1666485.793	553059.4397	1407309.358	2343353.144	4073785.583	678236.2644	96862.10326	766593.6964	27255.14082	53250.67966	34772.14635	1410010.15	1099754.256	694576.453	103529.8574	79061.18428	24534.10807	556464.0742	114859.5369	23560.84876	88623.69096	33382.30032	93485.4003	213253.5969	78897.91438
"aligned_id_15_2-D,1_01_55387.raw"		68429.73425	69987.27142	188857.8263	45990.37435	11263.75101	27698.32602	27724.37262	26265.33718	293627.4011	30140.38919	132690.5035	154269.6407	50085.63644	20880.74685	6163.669745	16238.85058	90589.81693	79349.16241	20649.6708	81381.72322	8921.488502	102664.6287	43974.62571	69377.56067	29904.68226	17122.06098	5905.323775	9713.202165	15170.7146	11545.17908	9242.301813	699391.5219	143544.9107	1476828.438	256563.8257	10884.93558	33927.668	110024.7126	307101.164	282723.0933	276981.2516	1345607.381	147242.6843	47965.08965	125265.9628	4928.556778	13525.72048	61792.20622	133147.4248	388061.071	159397.9294	9050.431302	32832.92552	9034.994135	131871.2522	22921.64499	14569.50291	9151.26721	7304.945944	18414.30906	5958.579062	14590.77338	9343073.034	632781.0235	18041773.88	1773894.773	71908.20478	359131.3926	944831.9057	7098258.497	365623.7357	481224.5501	19420845.15	525070.5743	662479.7687	2413906.104	207836.8409	28786.05629	4129641.757	360796.2175	5937965.063	1085598.913	345544.2044	477785.9626	214327.3847	886659.4964	362254.2611	85238.18743	47269.45874	69682.58343	64201.31755	393578.6074	22937.18529	5662583.941	522943.8833	8492927.447	475073.3497	25923.63303	440479.7673	872020.8414	5661743.681	1040177.206	160443.2003	3184189.392	80923.94595	239747.6588	151210.9196	34052.79481	5496.922703	6452880.024	224435.1569	958162.8634	32097.03994	15716.89834	97336.81482	11054.24023	37014.61479	56079.89235	15473.1243	18005.64144	16152.67684	24202.04561	537915.7376	46943.89818	407414.4063	34691.03109	1165832.28	215176.0605	16453.37416	220300.0825	3761102.383	83454.10376	547322.0841	7152839.6	820162.5848	180000.3568	57160.07552	133572.7779	45039.26459	15243.27891	100975.661	6722522.344	333011.3151	124500.9394	24434.16014	91210.53789	4019.554154	96461.16976	58809.94222	13090.86467	38604.10528	14489.60066	115494.8861	223555.3204	21639.08163
"aligned_id_16_2-C,2_01_55408.raw"		9084018.376	935290.0579	19370010	958753.2543	22932.60733	338265.3618	1130927.617	7204323.815	575992.6754	329596.0834	5228640.308	116071.684	97964.33833	206501.2083	53545.49829	30999.55643	8154691.204	322727.2516	1321711.49	54319.56401	16406.77871	69469.26304	20545.09816	51062.74652	18822.93547	76394.65312	18585.16767	59858.10501	36359.42508	469302.4687	12458.84616	267849.7639	111466.7406	418527.2482	119692.8326	8524.270219	24371.45978	97088.7833	72425.90613	114389.888	143142.174	319172.0097	41564.93951	28608.11218	44046.78504	10567.19141	8602.338389	31672.31063	81717.81565	90473.36714	21932.21776	8314.072282	15943.06231	10626.09345	13672.9172	15694.55319	11584.8963	10781.69143	7760.606901	12366.45654	18888.1269	14253.93483																																896398.7168	129803.3114	1841146.135	86487.64402	6773.985548	277805.48	188629.3212	3700937.589	94635.44877	157525.3992	692946.3498	45315.21929	41890.9374	121007.6523	18279.21782	10225.49275	1432154.873	95980.43099	156749.4922	22346.67146	12577.29762	23002.33865	9713.12335	11582.8296	37205.37883	8112.476358	15558.20644	9192.643828	23139.90374	69583.48984	12604.38478	156542.7616	90443.57907	287185.4566	329814.5629	9700.978568	34179.30362	228487.3619	99047.42755	99193.64822	287461.7007	210061.5904	36090.14429	64425.17001	48356.53883	3053.861868	11095.73731	29371.81261	168788.4713	54288.01107	32494.84581	7310.191263	45410.10621	11099.80149	37742.75595	12829.83905	10889.51454	18271.68026	10443.03773	8692.14721	12661.30713	16007.11297
"aligned_id_18_2-A,1_01_55378.raw"		8738252.669	915683.3661	20322661.92	955203.7064	27102.51961	319667.2565	1095602.432	7065251.859	680694.2312	398026.1157	5339264.98	103251.2197	108754.4541	216907.3523	63480.44281	30795.4966	8117708.2	343824.7031	1332098.237	55214.89138	17115.31113	59568.89303	34031.74592	56724.12864	23087.34472	76384.55462	29925.07637	77376.54044	45103.9866	476995.7952	17148.00048	263136.8188	139307.6955	146450.1263	61668.61991	15992.88983	36596.54543	471319.0919	25435.46219	76394.19636	1119310.955	130164.8111	49334.14244	24734.05631	15408.20514	14744.1269	14615.48938	57563.1529	638842.7899	50149.9649	49944.28399	8407.294214	53603.84992	10689.94396	42477.01662	31575.47669	15742.33619	19601.69995	12936.64054	37401.0247	25440.73402	22384.27568	89235.785	25117.18285	292928.616	33872.47704	14232.31374	88730.51591	136418.3354	1597461.528	8996.012435	188680.0623	471089.6202	25744.44237	31507.53037	57751.4473	29209.88113	13740.67063	317140.0345	124637.5455	196231.7114	30869.00894	15861.1843	34192.16303	18475.38904	39125.46377	27961.48432	22204.99891	36533.87517	21665.56293	12325.02672	15188.05921	12055.13244																																4159844.307	293024.1059	9774196.847	1095034.817	34888.84766	122690.8192	375522.4844	2478893.093	356809.9021	208812.4691	6478218.942	135500.717	210741.4368	512607.0229	52972.04756	10487.5151	1891926.511	208135.9129	1402439.703	178731.5665	67153.61178	123034.7648	33431.23541	147989.6912	79791.79728	18299.41637	10676.59604	22003.32933	29987.02666	220548.9655	18836.47786
"aligned_id_21_2-F,2_01_55417.raw"		2309201.752	208666.1483	4644278.109	222490.3358	38225.46807	61784.49566	317071.503	1891159.227	157367.0614	123068.373	1147160.192	128052.6678	46187.73068	69981.92141	38308.03313	30267.71317	2195125.705	126273.0386	332894.7516	29434.64613	26192.55006	79275.4534	26966.35537	35363.88119	42154.43166	33654.99892	38904.36061	11019.00322	50281.35366	116468.1986	27043.1202																																																																																														8911078.418	522383.469	19653898.66	1973358.205	42823.03596	208377.2954	766878.2056	5085134.42	629388.5273	338302.2249	12786856.81	350344.2534	400211.9425	962774.5396	109358.198	23615.13236	3605336.904	240293.3062	3016232.156	393454.6646	147010.3633	233917.003	77603.5411	337412.8899	140555.8209	26021.84056	39650.96798	33868.3986	45407.56128	377339.5546	30348.63024
"aligned_stand_02_2-B,2_01_55405.raw"		239324.4356	148486.6806	338414.5724	38999.45351	3084.403992	11603.22483	34107.09251	108688.2555	603123.9969	29926.22911	107916.8225	1138838.864	414462.1521	21798.26703	1989.274816	10963.06734	138526.9237	34511.37747	57215.60313	142412.555	18190.12405	103811.2056	41469.70929	171164.2252	9622.700943	6924.323211	14968.30708	9346.080022	13084.7789	46520.34976	9573.123012	7173073.811	1044006.647	16420123.49	3346093.515	50070.93668	123951.3773	910806.8179	2997257.391	248719.6251	2935203.046	13182988.89	1763941.33	190733.7885	1745553.118	37419.4159	17592.27961	128411.1523	1664014.273	4215485.655	1929931.982	56041.96896	316761.0968	24749.01349	1536575.69	311691.6885	73767.30226	51480.08317	62920.31529	7198.116551	47728.13768	16944.28484	6528766.703	1562570.978	13740836.55	2719780.166	84669.95634	115292.7393	700254.1662	4507812.72	389952.1019	1485135.195	14097355.32	694248.8953	308760.4528	2962829.221	115571.8782	26496.20563	1100528.876	718031.5829	4903081.968	1951215.678	129072.9509	298839.7905	79277.6601	1595685.91	411552.1757	95399.15421	43084.07546	74887.73138	18070.03542	128968.351	10969.60055	691699.3954	19620.24108	369619.6989	47052.62393	28451.71315	490862.3613	32648.49096	179284.8357	430843.6919	27337.23913	133991.4985	33884.22124	29732.70471	34114.68494	22467.41884	16234.82403	197727.7417	29598.27357	57994.59494	15796.62132	28683.84427	18485.12739	9572.782054	9684.309939	38903.35457	10301.8432	9579.317693	3531.809303	15125.007	52865.90364	23087.44642	4574193.277	184968.9531	11631954	3492173.799	73388.21387	161289.729	2086732.535	2059148.674	192321.0692	4680288.488	8925426.596	1342942.231	119226.8803	1846345.145	103333.1303	16293.41772	147501.2255	4213726.731	2694823.715	1953221.553	64324.26136	287220.5717	30112.95126	1571027.906	300208.2402	71640.1418	40373.91657	61946.28991	43154.32886	143961.1942	19080.44946
"aligned_stand_03_2-D,3_01_55435.raw"		208942.5161	129627.9963	304050.0698	40346.60185	12421.54852	12489.2354	39490.01164	109026.8417	629684.5179	38128.17958	93721.44253	1280590.801	524656.6035	32090.66093	7462.655568	16012.74662	111948.2043	47019.60664	54341.06187	228197.0478	49963.46762	187512.988	147123.8427	270668.6297	21309.95561	12369.90586	17530.09499	5060.290377	20623.01474	60999.26896	10728.73283	7662291.349	1057839.636	16496771.78	3509487.959	67155.46385	81573.30869	961550.9304	3340541.224	233154.4767	2986972.516	13800254.62	1740565.508	206030.4729	1845581.008	29950.0094	11847.61135	144744.8383	1753175.148	4502809.606	1902598.144	67613.10434	331686.3751	20736.37916	1555797.045	337876.599	77198.70758	42024.03048	78272.75286	7869.886782	72755.64519	8429.791482	6371540.347	1713778.823	13137839.44	2941383.506	75039.26735	59437.42943	718312.8385	4374376.425	301669.9188	1711809.475	14088732.92	718057.6448	236169.5879	3086269.503	100330.3533	22903.35509	620901.4253	869699.6728	5068202.102	2105297.483	102554.643	271566.4068	64223.03409	1639522.303	477590.1912	90540.95952	33234.91554	73182.85673	38287.04285	86700.18901	14294.89281																																4929430.74	195503.0645	11766096.6	3670930.515	85249.95095	153893.9247	2048175.629	2336437.062	184681.5325	4462853.928	9438319.089	1341685.801	129995.2789	1933376.052	94699.50648	20830.62829	91434.67975	4227798.042	2856660.802	1931799.983	62149.88924	282779.2264	26571.69166	1619146.6	328169.5586	69164.58933	33655.92438	60919.03237	26478.02582	112515.3841	22289.2697
